#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU001932F	CMU000012F	CMU000126F	49.90	116.41	KEEP	001505F
CMU001891F	-	-	-	-	KEEP	001506F
CMU001914F	CMU000075F	CMU000014F	53.80	144.58	KEEP	001507F
CMU001926F	CMU000341F	CMU000092F	15.69	15.80	KEEP	001508F
CMU001885F	CMU000527F	CMU000188F	31.17	41.28	KEEP	001509F
CMU001783F	-	-	-	-	KEEP	001510F
CMU001993F	-	-	-	-	KEEP	001511F
CMU001811F	CMU000199F	CMU000490F	34.19	138.95	KEEP	001512F
CMU002034F	CMU001246F	CMU000447F	55.76	77.05	KEEP	001513F
CMU001934F	CMU000733F	CMU000012F	42.03	75.03	KEEP	001514F
CMU001937F	CMU000065F	CMU000014F	60.48	263.23	KEEP	001515F
CMU001908F	-	-	-	-	KEEP	001516F
CMU002134F	CMU000296F	CMU000012F	65.75	98.75	KEEP	001517F
CMU001839F	-	-	-	-	KEEP	001518F
CMU001785F	-	-	-	-	KEEP	001519F
CMU002116F	CMU000234F	CMU000073F	52.67	84.44	KEEP	001520F
CMU001958F	CMU000034F	CMU000114F	33.76	177.49	KEEP	001521F
CMU002078F	CMU000216F	CMU000125F	7.82	26.17	KEEP	001522F
CMU001968F	CMU002978F	CMU003197F	0.87	6.34	KEEP	001523F
CMU001987F	CMU001112F	CMU000983F	69.59	86.37	KEEP	001524F
CMU001952F	CMU000000F	CMU002353F	53.17	63.40	KEEP	001525F
CMU002154F	CMU001022F	CMU000380F	65.95	102.15	KEEP	001526F
CMU002014F	CMU000073F	CMU000000F	54.82	64.82	KEEP	001527F
CMU002194F	CMU000398F	CMU000728F	68.14	233.26	KEEP	001528F
CMU002039F	-	-	-	-	KEEP	001529F
CMU001961F	CMU000327F	CMU000398F	59.08	267.47	KEEP	001530F
CMU001951F	CMU000468F	CMU000015F	28.34	55.85	KEEP	001531F
CMU001964F	-	-	-	-	KEEP	001532F
CMU001960F	CMU000746F	CMU002352F	0.86	0.86	KEEP	001533F
CMU002165F	CMU001014F	CMU000019F	53.64	54.44	KEEP	001534F
CMU002105F	CMU000177F	CMU000000F	68.26	107.36	KEEP	001535F
CMU002044F	CMU000398F	CMU000508F	19.79	24.89	KEEP	001536F
CMU001972F	CMU000012F	CMU000154F	28.82	44.81	KEEP	001537F
CMU002141F	CMU000026F	CMU001008F	50.75	65.68	KEEP	001538F
CMU002001F	CMU000018F	CMU000000F	64.23	109.35	KEEP	001539F
CMU002008F	CMU000019F	CMU000000F	12.90	21.78	KEEP	001540F
CMU002020F	CMU001985F	CMU003002F	37.12	38.97	KEEP	001541F
CMU002057F	-	-	-	-	KEEP	001542F
CMU001790F	-	-	-	-	KEEP	001543F
CMU001985F	CMU002020F	CMU000423F	12.01	21.27	KEEP	001544F
CMU002005F	CMU000018F	CMU000917F	21.39	41.41	KEEP	001545F
CMU001997F	CMU000354F	CMU000238F	36.22	52.42	KEEP	001546F
CMU001979F	-	-	-	-	KEEP	001547F
CMU002187F	CMU000034F	CMU000018F	56.65	224.42	KEEP	001548F
CMU002027F	CMU001542F	CMU000014F	36.46	39.58	KEEP	001549F
CMU002002F	CMU000399F	CMU000532F	26.00	40.01	KEEP	001550F
CMU001176F	CMU000956F	CMU001145F	67.74	77.65	KEEP	001551F
CMU002086F	CMU000900F	CMU000956F	44.35	62.71	KEEP	001552F
CMU002016F	CMU000019F	CMU000014F	23.17	27.14	KEEP	001553F
CMU002175F	CMU000623F	CMU000956F	55.72	71.18	KEEP	001554F
CMU001850F	-	-	-	-	KEEP	001555F
CMU002079F	CMU000017F	CMU000019F	99.93	252.62	KEEP	001556F
CMU002037F	CMU000883F	CMU000025F	46.32	52.76	KEEP	001557F
CMU002104F	-	-	-	-	KEEP	001558F
CMU002022F	CMU000166F	CMU000096F	52.98	164.25	KEEP	001559F
CMU002123F	CMU000560F	CMU000065F	32.41	47.75	KEEP	001560F
CMU002017F	CMU000338F	CMU000499F	68.02	555.93	KEEP	001561F
CMU002061F	CMU000675F	CMU000074F	33.92	63.21	KEEP	001562F
CMU001330F	CMU000119F	CMU000012F	29.28	82.74	KEEP	001563F
CMU001939F	CMU000035F	CMU000014F	99.97	195.70	KEEP	001564F
CMU002063F	-	-	-	-	KEEP	001565F
CMU002121F	-	-	-	-	KEEP	001566F
CMU002046F	-	-	-	-	KEEP	001567F
CMU001936F	-	-	-	-	KEEP	001568F
CMU002075F	CMU000096F	CMU000018F	12.07	24.43	KEEP	001569F
CMU002076F	-	-	-	-	KEEP	001570F
CMU002058F	CMU000012F	CMU001512F	53.53	152.15	KEEP	001571F
CMU002183F	CMU000012F	CMU000002F	36.86	127.21	KEEP	001572F
CMU002101F	-	-	-	-	KEEP	001573F
CMU002053F	-	-	-	-	KEEP	001574F
CMU002270F	CMU000200F	CMU001101F	33.76	67.49	KEEP	001575F
CMU002348F	CMU000126F	CMU000144F	49.86	71.17	KEEP	001576F
CMU002256F	CMU000002F	CMU000070F	58.62	130.85	KEEP	001577F
CMU002083F	CMU000199F	CMU000012F	62.85	322.30	KEEP	001578F
CMU002093F	CMU000015F	CMU000586F	26.96	51.66	KEEP	001579F
CMU002071F	-	-	-	-	KEEP	001580F
CMU002248F	CMU000134F	CMU001442F	1.33	25.39	KEEP	001581F
CMU002129F	-	-	-	-	KEEP	001582F
CMU002073F	-	-	-	-	KEEP	001583F
CMU001931F	CMU000238F	CMU000014F	11.66	26.41	KEEP	001584F
CMU002353F	CMU000000F	CMU001952F	49.82	54.26	KEEP	001585F
CMU002228F	CMU001218F	CMU003227F	3.14	6.29	KEEP	001586F
CMU002235F	CMU003353F	CMU000824F	14.21	33.90	KEEP	001587F
CMU002112F	CMU000015F	CMU000586F	69.93	121.88	KEEP	001588F
CMU002091F	CMU000160F	CMU000096F	24.84	80.69	KEEP	001589F
CMU002111F	CMU000956F	CMU001829F	2.10	15.58	KEEP	001590F
CMU002185F	-	-	-	-	KEEP	001591F
CMU002217F	-	-	-	-	KEEP	001592F
CMU002223F	CMU000019F	CMU000031F	2.96	5.03	KEEP	001593F
CMU002243F	CMU000035F	CMU000462F	50.33	115.48	KEEP	001594F
CMU002062F	-	-	-	-	KEEP	001595F
CMU002167F	-	-	-	-	KEEP	001596F
CMU002140F	-	-	-	-	KEEP	001597F
CMU002136F	CMU000015F	CMU000586F	30.68	62.72	KEEP	001598F
CMU002122F	-	-	-	-	KEEP	001599F
CMU002460F	CMU000816F	CMU000018F	64.11	101.46	KEEP	001600F
CMU002096F	-	-	-	-	KEEP	001601F
CMU002214F	CMU002223F	CMU000031F	98.33	98.33	KEEP	001602F
CMU002193F	-	-	-	-	KEEP	001603F
CMU002159F	-	-	-	-	KEEP	001604F
CMU002146F	-	-	-	-	KEEP	001605F
CMU002252F	-	-	-	-	KEEP	001606F
CMU002277F	CMU000052F	CMU000128F	60.12	95.34	KEEP	001607F
CMU002231F	CMU000041F	CMU000738F	12.98	28.23	KEEP	001608F
CMU002255F	-	-	-	-	KEEP	001609F
CMU002234F	-	-	-	-	KEEP	001610F
CMU001990F	-	-	-	-	KEEP	001611F
CMU002202F	-	-	-	-	KEEP	001612F
CMU002195F	-	-	-	-	KEEP	001613F
CMU002191F	CMU000182F	CMU000167F	49.51	49.51	KEEP	001614F
CMU002209F	-	-	-	-	KEEP	001615F
CMU002178F	-	-	-	-	KEEP	001616F
CMU002077F	CMU002576F	CMU000070F	19.52	23.45	KEEP	001617F
CMU002211F	CMU000088F	CMU000017F	19.28	77.73	KEEP	001618F
CMU002184F	CMU001284F	CMU000243F	26.06	51.95	KEEP	001619F
CMU000465F	CMU000065F	CMU002111F	92.21	345.41	KEEP	001620F
CMU002152F	CMU000754F	CMU000991F	66.62	115.10	KEEP	001621F
CMU002264F	CMU000065F	CMU000705F	73.85	151.58	KEEP	001622F
CMU002196F	CMU000014F	CMU001399F	60.76	2293.60	KEEP	001623F
CMU001982F	-	-	-	-	KEEP	001624F
CMU002206F	-	-	-	-	KEEP	001625F
CMU002303F	-	-	-	-	KEEP	001626F
CMU002421F	CMU002012F	CMU000091F	66.67	521.28	KEEP	001627F
CMU002218F	-	-	-	-	KEEP	001628F
CMU002352F	CMU000746F	CMU002081F	3.51	4.78	KEEP	001629F
CMU002491F	CMU000018F	CMU000829F	58.22	152.43	KEEP	001630F
CMU002350F	CMU000065F	CMU000965F	25.56	65.00	KEEP	001631F
CMU002236F	-	-	-	-	KEEP	001632F
CMU002265F	CMU000361F	CMU000015F	41.94	52.23	KEEP	001633F
CMU002351F	CMU000012F	CMU000000F	22.59	57.19	KEEP	001634F
CMU002289F	CMU000019F	CMU000134F	2.90	4.69	KEEP	001635F
CMU002318F	CMU000012F	CMU000018F	53.73	142.34	KEEP	001636F
CMU002169F	CMU000453F	CMU000000F	59.48	98.91	KEEP	001637F
CMU002168F	-	-	-	-	KEEP	001638F
CMU002250F	CMU000502F	CMU000421F	35.68	54.43	KEEP	001639F
CMU002286F	CMU000615F	CMU000143F	50.98	126.68	KEEP	001640F
CMU002426F	CMU000824F	CMU000595F	11.04	28.29	KEEP	001641F
CMU002432F	CMU002063F	CMU000346F	53.27	147.10	KEEP	001642F
CMU002457F	CMU000586F	CMU000468F	61.64	95.58	KEEP	001643F
CMU002546F	CMU001165F	CMU000436F	62.26	72.45	KEEP	001644F
CMU002355F	CMU000055F	CMU000667F	65.68	107.52	KEEP	001645F
CMU002394F	CMU000160F	CMU000065F	18.58	35.63	KEEP	001646F
CMU002615F	CMU000700F	CMU000015F	10.41	22.97	KEEP	001647F
CMU002465F	CMU000156F	CMU000064F	65.00	241.31	KEEP	001648F
CMU002291F	-	-	-	-	KEEP	001649F
CMU002321F	CMU000015F	CMU000468F	30.90	46.12	KEEP	001650F
CMU002295F	-	-	-	-	KEEP	001651F
CMU001259F	CMU001120F	CMU000584F	19.10	39.07	KEEP	001652F
CMU002448F	-	-	-	-	KEEP	001653F
CMU001929F	CMU002111F	CMU000956F	0.70	10.50	KEEP	001654F
CMU002438F	CMU000134F	CMU001028F	10.48	27.41	KEEP	001655F
CMU002314F	-	-	-	-	KEEP	001656F
CMU002320F	-	-	-	-	KEEP	001657F
CMU002345F	-	-	-	-	KEEP	001658F
CMU002301F	-	-	-	-	KEEP	001659F
CMU002338F	CMU000199F	CMU000015F	0.17	1.29	KEEP	001660F
CMU001660F	CMU000618F	CMU001472F	49.09	85.27	KEEP	001661F
CMU002298F	CMU000785F	CMU000610F	99.93	118.89	KEEP	001662F
CMU002308F	-	-	-	-	KEEP	001663F
CMU002376F	CMU000014F	CMU000018F	29.34	85.81	KEEP	001664F
CMU002341F	CMU000139F	CMU000475F	1.22	2.18	KEEP	001665F
CMU002317F	CMU000019F	CMU000017F	47.58	60.52	KEEP	001666F
CMU002328F	-	-	-	-	KEEP	001667F
CMU002469F	-	-	-	-	KEEP	001668F
CMU002239F	CMU002048F	CMU000074F	27.69	184.82	KEEP	001669F
CMU002383F	CMU000068F	CMU001491F	80.40	149.49	KEEP	001670F
CMU002439F	CMU000877F	CMU000046F	99.85	100.21	KEEP	001671F
CMU002576F	-	-	-	-	KEEP	001672F
CMU000003F	CMU000134F	CMU001442F	4.03	7.92	KEEP	001673F
CMU002618F	CMU000068F	CMU002187F	10.57	21.36	KEEP	001674F
CMU002330F	-	-	-	-	KEEP	001675F
CMU002649F	CMU000693F	CMU002004F	38.36	57.40	KEEP	001676F
CMU002537F	CMU000956F	CMU001829F	35.68	79.57	KEEP	001677F
CMU002547F	CMU002191F	CMU000012F	98.45	179.64	KEEP	001678F
CMU002366F	-	-	-	-	KEEP	001679F
CMU002385F	CMU000157F	CMU001617F	52.11	85.64	KEEP	001680F
CMU002416F	CMU000468F	CMU000015F	29.18	97.28	KEEP	001681F
CMU002436F	CMU000012F	CMU000505F	46.82	108.60	KEEP	001682F
CMU002357F	-	-	-	-	KEEP	001683F
CMU002323F	-	-	-	-	KEEP	001684F
CMU002496F	CMU000956F	CMU002111F	3.31	9.44	KEEP	001685F
CMU002182F	-	-	-	-	KEEP	001686F
CMU002412F	-	-	-	-	KEEP	001687F
CMU002391F	-	-	-	-	KEEP	001688F
CMU002513F	CMU001902F	CMU000096F	53.02	127.07	KEEP	001689F
CMU002365F	CMU000586F	CMU000015F	11.32	18.26	KEEP	001690F
CMU002423F	-	-	-	-	KEEP	001691F
CMU002336F	CMU001050F	CMU000323F	15.83	216.76	KEEP	001692F
CMU002371F	CMU000119F	CMU000096F	30.52	54.77	KEEP	001693F
CMU002672F	CMU000163F	CMU000009F	35.09	2138.40	KEEP	001694F
CMU002400F	CMU000160F	CMU000096F	8.08	8.97	KEEP	001695F
CMU002534F	CMU000012F	CMU000009F	62.94	119.04	KEEP	001696F
CMU002504F	CMU000228F	CMU000000F	11.20	33.30	KEEP	001697F
CMU002388F	CMU000018F	CMU000014F	99.64	361.54	KEEP	001698F
CMU002467F	CMU000294F	CMU000018F	50.09	165.30	KEEP	001699F
CMU002858F	-	-	-	-	KEEP	001700F
CMU002594F	-	-	-	-	KEEP	001701F
CMU002535F	-	-	-	-	KEEP	001702F
CMU002699F	CMU000034F	CMU000010F	16.03	25.44	KEEP	001703F
CMU002450F	-	-	-	-	KEEP	001704F
CMU002433F	CMU000113F	CMU000012F	65.03	72.83	KEEP	001705F
CMU000492F	CMU000418F	CMU000092F	99.99	139.69	KEEP	001706F
CMU002397F	CMU001514F	CMU000014F	63.80	123.63	KEEP	001707F
CMU002749F	CMU000244F	CMU000092F	100.00	1474.62	KEEP	001708F
CMU002409F	CMU000693F	CMU000179F	37.58	42.02	KEEP	001709F
CMU002522F	CMU000012F	CMU000009F	63.90	200.65	KEEP	001710F
CMU002430F	CMU000956F	CMU002111F	2.48	31.83	KEEP	001711F
CMU002461F	-	-	-	-	KEEP	001712F
CMU002828F	CMU000292F	CMU000762F	8.20	10.50	KEEP	001713F
CMU002482F	-	-	-	-	KEEP	001714F
CMU002595F	CMU000507F	CMU000012F	58.88	257.75	KEEP	001715F
CMU002572F	CMU000138F	CMU000398F	63.26	63.43	KEEP	001716F
CMU002445F	CMU000012F	CMU000074F	40.62	105.18	KEEP	001717F
CMU002497F	-	-	-	-	KEEP	001718F
CMU002404F	CMU000166F	CMU000014F	63.34	288.63	KEEP	001719F
CMU002437F	-	-	-	-	KEEP	001720F
CMU002694F	CMU000019F	CMU000056F	2.52	3.97	KEEP	001721F
CMU002592F	-	-	-	-	KEEP	001722F
CMU002599F	-	-	-	-	KEEP	001723F
CMU002783F	CMU000838F	CMU000061F	56.46	56.46	KEEP	001724F
CMU002728F	CMU000331F	CMU000113F	34.57	45.08	KEEP	001725F
CMU002466F	CMU003127F	CMU000730F	47.80	195.73	KEEP	001726F
CMU002588F	CMU000014F	CMU000096F	99.54	315.15	KEEP	001727F
CMU002585F	-	-	-	-	KEEP	001728F
CMU002668F	-	-	-	-	KEEP	001729F
CMU002871F	-	-	-	-	KEEP	001730F
CMU002558F	-	-	-	-	KEEP	001731F
CMU002636F	CMU000134F	CMU001442F	16.45	258.60	KEEP	001732F
CMU002494F	CMU000012F	CMU000014F	38.52	196.10	KEEP	001733F
CMU002613F	CMU000065F	CMU000398F	32.36	85.37	KEEP	001734F
CMU002527F	CMU000166F	CMU000359F	10.07	28.51	KEEP	001735F
CMU002741F	CMU001291F	CMU000002F	26.01	58.24	KEEP	001736F
CMU002692F	CMU000800F	CMU000018F	38.82	235.49	KEEP	001737F
CMU002623F	CMU000015F	CMU000366F	64.59	67.16	KEEP	001738F
CMU002802F	CMU001354F	CMU000730F	50.63	84.97	KEEP	001739F
CMU002560F	CMU001723F	CMU000012F	38.38	41.81	KEEP	001740F
CMU002609F	CMU000012F	CMU001150F	47.70	87.32	KEEP	001741F
CMU002635F	CMU000586F	CMU000015F	21.02	25.01	KEEP	001742F
CMU002604F	CMU002646F	CMU003609F	1.57	50.82	KEEP	001743F
CMU002743F	CMU000586F	CMU000468F	21.27	91.35	KEEP	001744F
CMU002634F	-	-	-	-	KEEP	001745F
CMU002645F	CMU001867F	CMU000070F	27.55	65.53	KEEP	001747F
CMU002565F	-	-	-	-	KEEP	001748F
CMU002979F	CMU000765F	CMU000877F	58.42	140.53	KEEP	001749F
CMU002676F	CMU000199F	CMU000015F	16.34	25.78	KEEP	001750F
CMU002785F	CMU001831F	CMU000002F	62.55	571.31	KEEP	001751F
CMU002519F	CMU000163F	CMU002063F	45.21	3452.28	KEEP	001752F
CMU002407F	-	-	-	-	KEEP	001753F
CMU002646F	-	-	-	-	KEEP	001754F
CMU002763F	CMU000065F	CMU000074F	5.01	16.39	KEEP	001755F
CMU002675F	CMU001817F	CMU000134F	38.92	140.85	KEEP	001756F
CMU002928F	CMU000046F	CMU000061F	99.99	111.24	KEEP	001757F
CMU002641F	CMU000081F	CMU000019F	49.93	107.36	KEEP	001758F
CMU002792F	CMU000012F	CMU000169F	33.81	241.98	KEEP	001759F
CMU002825F	CMU000015F	CMU000586F	8.29	30.12	KEEP	001760F
CMU002771F	CMU001817F	CMU000932F	4.55	11.78	KEEP	001762F
CMU002666F	CMU000172F	CMU000218F	23.46	42.95	KEEP	001763F
CMU002708F	CMU000014F	CMU000010F	32.80	76.80	KEEP	001765F
CMU002760F	CMU000009F	CMU000417F	45.64	86.75	KEEP	001766F
CMU001334F	CMU000507F	CMU000199F	38.11	74.88	KEEP	001767F
CMU002435F	CMU000010F	CMU000000F	12.94	29.51	KEEP	001768F
CMU002744F	CMU000014F	CMU000144F	3.65	19.01	KEEP	001769F
CMU002890F	CMU000188F	CMU000182F	28.38	84.08	KEEP	001770F
CMU002932F	-	-	-	-	KEEP	001771F
CMU002793F	CMU000074F	CMU000075F	99.75	255.16	KEEP	001772F
CMU002841F	-	-	-	-	KEEP	001773F
CMU002696F	-	-	-	-	KEEP	001774F
CMU002737F	CMU000324F	CMU000956F	13.54	33.40	KEEP	001775F
CMU002780F	-	-	-	-	KEEP	001776F
CMU002899F	CMU000147F	CMU000453F	60.22	60.24	KEEP	001777F
CMU002860F	CMU000956F	CMU002111F	0.46	6.18	KEEP	001778F
CMU002844F	-	-	-	-	KEEP	001780F
CMU002734F	-	-	-	-	KEEP	001781F
CMU002839F	CMU002989F	CMU003372F	3.89	15.55	KEEP	001782F
CMU002968F	CMU000526F	CMU000061F	69.60	72.90	KEEP	001783F
CMU002751F	-	-	-	-	KEEP	001784F
CMU002830F	CMU000586F	CMU000015F	24.42	31.60	KEEP	001785F
CMU002776F	CMU000199F	CMU000897F	36.79	101.44	KEEP	001786F
CMU002756F	CMU000897F	CMU000295F	1.41	2.05	KEEP	001787F
CMU002889F	-	-	-	-	KEEP	001788F
CMU002933F	CMU000587F	CMU000002F	5.90	23.70	KEEP	001789F
CMU002838F	-	-	-	-	KEEP	001790F
CMU002824F	-	-	-	-	KEEP	001791F
CMU003024F	CMU003353F	CMU000824F	21.64	81.44	KEEP	001792F
CMU002963F	-	-	-	-	KEEP	001793F
CMU002815F	-	-	-	-	KEEP	001794F
CMU002898F	CMU000155F	CMU000018F	18.43	39.25	KEEP	001795F
CMU002892F	CMU003327F	CMU003112F	0.11	0.11	KEEP	001796F
CMU002812F	CMU000129F	CMU002743F	19.21	74.20	KEEP	001797F
CMU002887F	-	-	-	-	KEEP	001798F
CMU002795F	CMU000012F	CMU000014F	58.99	201.59	KEEP	001799F
CMU002865F	-	-	-	-	KEEP	001800F
CMU002907F	CMU000417F	CMU000244F	99.51	591.22	KEEP	001801F
CMU002797F	-	-	-	-	KEEP	001802F
CMU002853F	-	-	-	-	KEEP	001803F
CMU002958F	CMU000636F	CMU000211F	64.10	148.66	KEEP	001804F
CMU002912F	CMU000199F	CMU000490F	2.73	7.13	KEEP	001805F
CMU003044F	CMU000034F	CMU000129F	51.31	152.96	KEEP	001806F
CMU002810F	CMU000015F	CMU000468F	64.89	92.71	KEEP	001807F
CMU002940F	-	-	-	-	KEEP	001808F
CMU003011F	CMU001133F	CMU000598F	21.62	37.15	KEEP	001809F
CMU003040F	CMU000012F	CMU000113F	99.87	234.32	KEEP	001810F
CMU000820F	CMU001194F	CMU001182F	45.36	337.72	KEEP	001811F
CMU002989F	CMU002839F	CMU003372F	0.85	27.97	KEEP	001812F
CMU002877F	CMU003161F	CMU003589F	1.23	1.23	KEEP	001813F
CMU003037F	CMU001675F	CMU000417F	99.96	457.19	KEEP	001814F
CMU002961F	-	-	-	-	KEEP	001815F
CMU002999F	CMU001439F	CMU000164F	17.18	20.55	KEEP	001816F
CMU002973F	CMU000788F	CMU001203F	67.77	187.16	KEEP	001817F
CMU002966F	CMU000518F	CMU000272F	17.44	352.90	KEEP	001818F
CMU002978F	CMU003197F	CMU001968F	0.59	2.37	KEEP	001819F
CMU003028F	-	-	-	-	KEEP	001820F
CMU002949F	-	-	-	-	KEEP	001821F
CMU002916F	CMU001918F	CMU000000F	24.29	31.57	KEEP	001822F
CMU003017F	CMU000024F	CMU000119F	99.99	104.91	KEEP	001823F
CMU002982F	-	-	-	-	KEEP	001824F
CMU002945F	CMU000983F	CMU000426F	10.71	18.42	KEEP	001825F
CMU003065F	CMU000098F	CMU002466F	30.90	35.99	KEEP	001826F
CMU002983F	CMU000012F	CMU000070F	61.40	94.53	KEEP	001827F
CMU003022F	CMU000012F	CMU000041F	45.53	131.78	KEEP	001828F
CMU003038F	CMU000199F	CMU000586F	22.93	48.54	KEEP	001829F
CMU002990F	CMU000019F	CMU000056F	61.38	89.14	KEEP	001830F
CMU003063F	-	-	-	-	KEEP	001831F
CMU003018F	CMU000586F	CMU000015F	11.64	51.81	KEEP	001832F
CMU003002F	-	-	-	-	KEEP	001833F
CMU003006F	-	-	-	-	KEEP	001834F
CMU003076F	-	-	-	-	KEEP	001835F
CMU003025F	-	-	-	-	KEEP	001836F
CMU003086F	CMU000030F	CMU000793F	100.00	202.39	KEEP	001837F
CMU003009F	-	-	-	-	KEEP	001838F
CMU003015F	-	-	-	-	KEEP	001839F
CMU003054F	-	-	-	-	KEEP	001840F
CMU003124F	-	-	-	-	KEEP	001841F
CMU003098F	CMU002165F	CMU000045F	54.12	114.74	KEEP	001842F
CMU003131F	CMU000002F	CMU002785F	49.53	208.42	KEEP	001843F
CMU003052F	CMU000192F	CMU000852F	58.27	71.88	KEEP	001844F
CMU003189F	-	-	-	-	KEEP	001845F
CMU003072F	CMU000019F	CMU000116F	99.94	1978.97	KEEP	001846F
CMU003060F	CMU000956F	CMU002111F	0.69	10.31	KEEP	001847F
CMU003130F	CMU001551F	CMU000524F	100.00	570.40	KEEP	001848F
CMU003091F	-	-	-	-	KEEP	001849F
CMU003073F	CMU000956F	CMU002111F	0.40	6.01	KEEP	001850F
CMU003074F	-	-	-	-	KEEP	001851F
CMU003201F	CMU001300F	CMU000054F	68.58	137.29	KEEP	001852F
CMU003027F	CMU000014F	CMU000096F	99.24	139.09	KEEP	001853F
CMU003012F	-	-	-	-	KEEP	001854F
CMU003084F	-	-	-	-	KEEP	001855F
CMU003197F	CMU002978F	CMU000490F	27.42	77.21	KEEP	001856F
CMU003104F	-	-	-	-	KEEP	001857F
CMU003203F	-	-	-	-	KEEP	001858F
CMU003210F	CMU001024F	CMU000358F	100.00	158.33	KEEP	001859F
CMU003125F	CMU000872F	CMU000243F	13.94	19.04	KEEP	001860F
CMU003211F	-	-	-	-	KEEP	001861F
CMU003266F	CMU000143F	CMU000068F	0.93	2.95	KEEP	001862F
CMU003134F	CMU000705F	CMU000010F	48.70	115.94	KEEP	001863F
CMU003161F	CMU002877F	CMU003589F	0.32	0.32	KEEP	001864F
CMU003171F	CMU000956F	CMU002111F	5.41	39.98	KEEP	001865F
CMU003202F	-	-	-	-	KEEP	001866F
CMU003126F	-	-	-	-	KEEP	001867F
CMU003230F	-	-	-	-	KEEP	001868F
CMU003127F	CMU002466F	CMU000730F	34.37	59.04	KEEP	001869F
CMU003112F	CMU003327F	CMU002892F	4.76	4.76	KEEP	001870F
CMU003327F	CMU002892F	CMU003112F	47.90	337.72	KEEP	001871F
CMU003213F	-	-	-	-	KEEP	001872F
CMU003140F	CMU000595F	CMU000119F	8.25	12.81	KEEP	001873F
CMU003162F	CMU000020F	CMU000243F	32.43	96.47	KEEP	001874F
CMU003187F	-	-	-	-	KEEP	001876F
CMU003192F	-	-	-	-	KEEP	001877F
CMU003133F	-	-	-	-	KEEP	001878F
CMU003181F	CMU000983F	CMU000113F	56.53	114.71	KEEP	001879F
CMU003129F	CMU000199F	CMU000897F	38.17	42.59	KEEP	001880F
CMU003194F	CMU001139F	CMU000169F	11.40	32.95	KEEP	001881F
CMU003167F	CMU000160F	CMU000089F	40.00	124.18	KEEP	001882F
CMU003227F	CMU003388F	CMU001218F	55.51	55.51	KEEP	001883F
CMU003325F	CMU001947F	CMU003475F	22.97	91.89	KEEP	001885F
CMU003234F	-	-	-	-	KEEP	001886F
CMU003168F	-	-	-	-	KEEP	001888F
CMU003180F	CMU003275F	CMU003407F	25.00	25.00	KEEP	001889F
CMU003195F	-	-	-	-	KEEP	001890F
CMU003388F	CMU003227F	CMU001218F	0.00	0.00	KEEP	001891F
CMU003237F	CMU000363F	CMU000953F	66.33	329.72	KEEP	001892F
CMU003314F	CMU000015F	CMU000586F	35.19	35.19	KEEP	001893F
CMU003186F	CMU000468F	CMU000015F	59.33	137.07	KEEP	001894F
CMU003357F	CMU000030F	CMU000638F	98.12	221.55	KEEP	001895F
CMU003184F	CMU000041F	CMU000114F	46.72	256.15	KEEP	001896F
CMU003277F	CMU002466F	CMU000730F	59.52	119.05	KEEP	001897F
CMU003231F	-	-	-	-	KEEP	001898F
CMU003254F	CMU000398F	CMU000009F	21.68	166.18	KEEP	001899F
CMU003229F	-	-	-	-	KEEP	001901F
CMU003263F	CMU000528F	CMU000055F	44.48	282.79	KEEP	001902F
CMU003282F	CMU000586F	CMU000015F	3.00	5.99	KEEP	001903F
CMU000777F	CMU000956F	CMU002111F	68.64	90.36	KEEP	001905F
CMU003219F	-	-	-	-	KEEP	001906F
CMU003247F	CMU002111F	CMU000956F	0.86	13.79	KEEP	001907F
CMU003236F	-	-	-	-	KEEP	001908F
CMU003360F	-	-	-	-	KEEP	001910F
CMU003241F	CMU000015F	CMU000586F	0.00	0.00	KEEP	001911F
CMU003317F	CMU000144F	CMU000119F	99.62	143.42	KEEP	001912F
CMU003359F	CMU000842F	CMU000163F	41.52	149.92	KEEP	001913F
CMU003348F	-	-	-	-	KEEP	001914F
CMU003407F	CMU003180F	CMU003275F	0.00	0.00	KEEP	001915F
CMU003249F	-	-	-	-	KEEP	001916F
CMU003275F	CMU003180F	CMU003407F	0.00	0.00	KEEP	001917F
CMU003428F	CMU000001F	CMU000005F	0.22	1.73	KEEP	001918F
CMU003279F	CMU000897F	CMU000962F	61.95	227.66	KEEP	001920F
CMU003480F	CMU000077F	CMU000054F	46.98	47.12	KEEP	001922F
CMU003454F	CMU000134F	CMU001442F	100.00	196.70	KEEP	001923F
CMU003280F	-	-	-	-	KEEP	001924F
CMU003351F	CMU000019F	CMU000116F	0.75	3.93	KEEP	001925F
CMU003478F	CMU000719F	CMU000188F	0.00	0.00	KEEP	001927F
CMU003366F	-	-	-	-	KEEP	001928F
CMU003319F	CMU000034F	CMU000096F	94.25	262.48	KEEP	001929F
CMU003369F	-	-	-	-	KEEP	001930F
CMU003344F	-	-	-	-	KEEP	001931F
CMU003281F	-	-	-	-	KEEP	001932F
CMU003310F	CMU003180F	CMU003275F	0.00	0.00	KEEP	001933F
CMU003353F	CMU003024F	CMU001111F	15.79	1255.47	KEEP	001934F
CMU003322F	CMU000232F	CMU000012F	10.24	33.73	KEEP	001936F
CMU003350F	-	-	-	-	KEEP	001937F
CMU003372F	CMU002839F	CMU002989F	0.00	0.00	KEEP	001938F
