#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment
CMU002228F	CMU001218F	CMU003227F	3.14	6.29	KEEP
CMU002235F	CMU003353F	CMU000824F	14.21	33.90	KEEP
CMU002112F	CMU000015F	CMU000586F	69.93	121.88	KEEP
CMU002091F	CMU000160F	CMU000096F	24.84	80.69	KEEP
CMU002111F	CMU000956F	CMU001829F	2.10	15.58	KEEP
CMU002185F	-	-	-	-	KEEP
CMU002217F	-	-	-	-	KEEP
CMU002223F	CMU000019F	CMU000031F	2.96	5.03	KEEP
CMU002243F	CMU000035F	CMU000462F	50.33	115.48	KEEP
CMU002062F	-	-	-	-	KEEP
CMU002167F	-	-	-	-	KEEP
CMU002140F	-	-	-	-	KEEP
CMU002136F	CMU000015F	CMU000586F	30.68	62.72	KEEP
CMU002122F	-	-	-	-	KEEP
CMU002460F	CMU000816F	CMU000018F	64.11	101.46	KEEP
CMU002096F	-	-	-	-	KEEP
CMU002214F	CMU002223F	CMU000031F	98.33	98.33	KEEP
CMU002193F	-	-	-	-	KEEP
CMU002159F	-	-	-	-	KEEP
CMU002146F	-	-	-	-	KEEP
CMU002252F	-	-	-	-	KEEP
CMU002277F	CMU000052F	CMU000128F	60.12	95.34	KEEP
CMU002231F	CMU000041F	CMU000738F	12.98	28.23	KEEP
CMU002255F	-	-	-	-	KEEP
CMU002234F	-	-	-	-	KEEP
CMU001990F	-	-	-	-	KEEP
CMU002202F	-	-	-	-	KEEP
CMU002195F	-	-	-	-	KEEP
CMU002191F	CMU000182F	CMU000167F	49.51	49.51	KEEP
CMU002209F	-	-	-	-	KEEP
CMU002178F	-	-	-	-	KEEP
CMU002077F	CMU002576F	CMU000070F	19.52	23.45	KEEP
CMU002211F	CMU000088F	CMU000017F	19.28	77.73	KEEP
CMU002184F	CMU001284F	CMU000243F	26.06	51.95	KEEP
CMU000465F	CMU000065F	CMU002111F	92.21	345.41	KEEP
CMU002152F	CMU000754F	CMU000991F	66.62	115.10	KEEP
CMU002264F	CMU000065F	CMU000705F	73.85	151.58	KEEP
CMU002196F	CMU000014F	CMU001399F	60.76	2293.60	KEEP
CMU001982F	-	-	-	-	KEEP
CMU002206F	-	-	-	-	KEEP
CMU002303F	-	-	-	-	KEEP
CMU002421F	CMU002012F	CMU000091F	66.67	521.28	KEEP
CMU002218F	-	-	-	-	KEEP
CMU002352F	CMU000746F	CMU002081F	3.51	4.78	KEEP
CMU002491F	CMU000018F	CMU000829F	58.22	152.43	KEEP
CMU002350F	CMU000065F	CMU000965F	25.56	65.00	KEEP
CMU002236F	-	-	-	-	KEEP
CMU002265F	CMU000361F	CMU000015F	41.94	52.23	KEEP
CMU002351F	CMU000012F	CMU000000F	22.59	57.19	KEEP
CMU002289F	CMU000019F	CMU000134F	2.90	4.69	KEEP
CMU002318F	CMU000012F	CMU000018F	53.73	142.34	KEEP
CMU002169F	CMU000453F	CMU000000F	59.48	98.91	KEEP
CMU002168F	-	-	-	-	KEEP
CMU002250F	CMU000502F	CMU000421F	35.68	54.43	KEEP
CMU002286F	CMU000615F	CMU000143F	50.98	126.68	KEEP
CMU002426F	CMU000824F	CMU000595F	11.04	28.29	KEEP
CMU002432F	CMU002063F	CMU000346F	53.27	147.10	KEEP
CMU002457F	CMU000586F	CMU000468F	61.64	95.58	KEEP
CMU002546F	CMU001165F	CMU000436F	62.26	72.45	KEEP
CMU002355F	CMU000055F	CMU000667F	65.68	107.52	KEEP
CMU002394F	CMU000160F	CMU000065F	18.58	35.63	KEEP
CMU002615F	CMU000700F	CMU000015F	10.41	22.97	KEEP
CMU002465F	CMU000156F	CMU000064F	65.00	241.31	KEEP
CMU002291F	-	-	-	-	KEEP
CMU002321F	CMU000015F	CMU000468F	30.90	46.12	KEEP
CMU002295F	-	-	-	-	KEEP
CMU001259F	CMU001120F	CMU000584F	19.10	39.07	KEEP
CMU002448F	-	-	-	-	KEEP
CMU001929F	CMU002111F	CMU000956F	0.70	10.50	KEEP
CMU002438F	CMU000134F	CMU001028F	10.48	27.41	KEEP
CMU002314F	-	-	-	-	KEEP
CMU002320F	-	-	-	-	KEEP
CMU002345F	-	-	-	-	KEEP
CMU002301F	-	-	-	-	KEEP
CMU002338F	CMU000199F	CMU000015F	0.17	1.29	KEEP
CMU001660F	CMU000618F	CMU001472F	49.09	85.27	KEEP
CMU002298F	CMU000785F	CMU000610F	99.93	118.89	KEEP
CMU002308F	-	-	-	-	KEEP
CMU002376F	CMU000014F	CMU000018F	29.34	85.81	KEEP
CMU002341F	CMU000139F	CMU000475F	1.22	2.18	KEEP
CMU002317F	CMU000019F	CMU000017F	47.58	60.52	KEEP
CMU002328F	-	-	-	-	KEEP
CMU002469F	-	-	-	-	KEEP
CMU002239F	CMU002048F	CMU000074F	27.69	184.82	KEEP
CMU002383F	CMU000068F	CMU001491F	80.40	149.49	KEEP
CMU002439F	CMU000877F	CMU000046F	99.85	100.21	KEEP
CMU002576F	-	-	-	-	KEEP
CMU000003F	CMU000134F	CMU001442F	4.03	7.92	KEEP
CMU002618F	CMU000068F	CMU002187F	10.57	21.36	KEEP
CMU002330F	-	-	-	-	KEEP
CMU002649F	CMU000693F	CMU002004F	38.36	57.40	KEEP
CMU002537F	CMU000956F	CMU001829F	35.68	79.57	KEEP
CMU002547F	CMU002191F	CMU000012F	98.45	179.64	KEEP
CMU002366F	-	-	-	-	KEEP
CMU002385F	CMU000157F	CMU001617F	52.11	85.64	KEEP
CMU002416F	CMU000468F	CMU000015F	29.18	97.28	KEEP
CMU002436F	CMU000012F	CMU000505F	46.82	108.60	KEEP
CMU002357F	-	-	-	-	KEEP
CMU002323F	-	-	-	-	KEEP
CMU002496F	CMU000956F	CMU002111F	3.31	9.44	KEEP
CMU002182F	-	-	-	-	KEEP
CMU002412F	-	-	-	-	KEEP
CMU002391F	-	-	-	-	KEEP
CMU002513F	CMU001902F	CMU000096F	53.02	127.07	KEEP
CMU002365F	CMU000586F	CMU000015F	11.32	18.26	KEEP
CMU002423F	-	-	-	-	KEEP
CMU002336F	CMU001050F	CMU000323F	15.83	216.76	KEEP
CMU002371F	CMU000119F	CMU000096F	30.52	54.77	KEEP
CMU002672F	CMU000163F	CMU000009F	35.09	2138.40	KEEP
CMU002400F	CMU000160F	CMU000096F	8.08	8.97	KEEP
CMU002534F	CMU000012F	CMU000009F	62.94	119.04	KEEP
CMU002504F	CMU000228F	CMU000000F	11.20	33.30	KEEP
CMU002388F	CMU000018F	CMU000014F	99.64	361.54	KEEP
CMU002467F	CMU000294F	CMU000018F	50.09	165.30	KEEP
CMU002858F	-	-	-	-	KEEP
CMU002594F	-	-	-	-	KEEP
CMU002535F	-	-	-	-	KEEP
CMU002699F	CMU000034F	CMU000010F	16.03	25.44	KEEP
CMU002450F	-	-	-	-	KEEP
CMU002433F	CMU000113F	CMU000012F	65.03	72.83	KEEP
CMU000492F	CMU000418F	CMU000092F	99.99	139.69	KEEP
CMU002397F	CMU001514F	CMU000014F	63.80	123.63	KEEP
CMU002749F	CMU000244F	CMU000092F	100.00	1474.62	KEEP
CMU002409F	CMU000693F	CMU000179F	37.58	42.02	KEEP
CMU002522F	CMU000012F	CMU000009F	63.90	200.65	KEEP
CMU002430F	CMU000956F	CMU002111F	2.48	31.83	KEEP
CMU002461F	-	-	-	-	KEEP
CMU002828F	CMU000292F	CMU000762F	8.20	10.50	KEEP
CMU002482F	-	-	-	-	KEEP
CMU002595F	CMU000507F	CMU000012F	58.88	257.75	KEEP
CMU002572F	CMU000138F	CMU000398F	63.26	63.43	KEEP
CMU002445F	CMU000012F	CMU000074F	40.62	105.18	KEEP
CMU002497F	-	-	-	-	KEEP
CMU002404F	CMU000166F	CMU000014F	63.34	288.63	KEEP
CMU002437F	-	-	-	-	KEEP
CMU002694F	CMU000019F	CMU000056F	2.52	3.97	KEEP
CMU002592F	-	-	-	-	KEEP
CMU002599F	-	-	-	-	KEEP
CMU002783F	CMU000838F	CMU000061F	56.46	56.46	KEEP
CMU002728F	CMU000331F	CMU000113F	34.57	45.08	KEEP
CMU002466F	CMU003127F	CMU000730F	47.80	195.73	KEEP
CMU002588F	CMU000014F	CMU000096F	99.54	315.15	KEEP
CMU002585F	-	-	-	-	KEEP
CMU002668F	-	-	-	-	KEEP
CMU002871F	-	-	-	-	KEEP
CMU002558F	-	-	-	-	KEEP
CMU002636F	CMU000134F	CMU001442F	16.45	258.60	KEEP
CMU002494F	CMU000012F	CMU000014F	38.52	196.10	KEEP
CMU002613F	CMU000065F	CMU000398F	32.36	85.37	KEEP
CMU002527F	CMU000166F	CMU000359F	10.07	28.51	KEEP
CMU002741F	CMU001291F	CMU000002F	26.01	58.24	KEEP
CMU002692F	CMU000800F	CMU000018F	38.82	235.49	KEEP
CMU002623F	CMU000015F	CMU000366F	64.59	67.16	KEEP
CMU002802F	CMU001354F	CMU000730F	50.63	84.97	KEEP
CMU002560F	CMU001723F	CMU000012F	38.38	41.81	KEEP
CMU002609F	CMU000012F	CMU001150F	47.70	87.32	KEEP
CMU002635F	CMU000586F	CMU000015F	21.02	25.01	KEEP
CMU002604F	CMU002646F	CMU003609F	1.57	50.82	KEEP
CMU002743F	CMU000586F	CMU000468F	21.27	91.35	KEEP
CMU002634F	-	-	-	-	KEEP
CMU002645F	CMU001867F	CMU000070F	27.55	65.53	KEEP
CMU002565F	-	-	-	-	KEEP
CMU002979F	CMU000765F	CMU000877F	58.42	140.53	KEEP
CMU002676F	CMU000199F	CMU000015F	16.34	25.78	KEEP
CMU002785F	CMU001831F	CMU000002F	62.55	571.31	KEEP
CMU002519F	CMU000163F	CMU002063F	45.21	3452.28	KEEP
CMU002407F	-	-	-	-	KEEP
CMU002646F	-	-	-	-	KEEP
CMU002763F	CMU000065F	CMU000074F	5.01	16.39	KEEP
CMU002675F	CMU001817F	CMU000134F	38.92	140.85	KEEP
CMU002928F	CMU000046F	CMU000061F	99.99	111.24	KEEP
CMU002641F	CMU000081F	CMU000019F	49.93	107.36	KEEP
CMU002792F	CMU000012F	CMU000169F	33.81	241.98	KEEP
CMU002825F	CMU000015F	CMU000586F	8.29	30.12	KEEP
CMU002771F	CMU001817F	CMU000932F	4.55	11.78	KEEP
CMU002666F	CMU000172F	CMU000218F	23.46	42.95	KEEP
CMU002708F	CMU000014F	CMU000010F	32.80	76.80	KEEP
CMU002760F	CMU000009F	CMU000417F	45.64	86.75	KEEP
CMU001334F	CMU000507F	CMU000199F	38.11	74.88	KEEP
CMU002435F	CMU000010F	CMU000000F	12.94	29.51	KEEP
CMU002744F	CMU000014F	CMU000144F	3.65	19.01	KEEP
CMU002890F	CMU000188F	CMU000182F	28.38	84.08	KEEP
CMU002932F	-	-	-	-	KEEP
CMU002793F	CMU000074F	CMU000075F	99.75	255.16	KEEP
CMU002841F	-	-	-	-	KEEP
CMU002696F	-	-	-	-	KEEP
CMU002737F	CMU000324F	CMU000956F	13.54	33.40	KEEP
CMU002780F	-	-	-	-	KEEP
CMU002899F	CMU000147F	CMU000453F	60.22	60.24	KEEP
CMU002860F	CMU000956F	CMU002111F	0.46	6.18	KEEP
CMU002844F	-	-	-	-	KEEP
CMU002734F	-	-	-	-	KEEP
CMU002839F	CMU002989F	CMU003372F	3.89	15.55	KEEP
CMU002968F	CMU000526F	CMU000061F	69.60	72.90	KEEP
CMU002751F	-	-	-	-	KEEP
CMU002830F	CMU000586F	CMU000015F	24.42	31.60	KEEP
CMU002776F	CMU000199F	CMU000897F	36.79	101.44	KEEP
CMU002756F	CMU000897F	CMU000295F	1.41	2.05	KEEP
CMU002889F	-	-	-	-	KEEP
CMU002933F	CMU000587F	CMU000002F	5.90	23.70	KEEP
CMU002838F	-	-	-	-	KEEP
CMU002824F	-	-	-	-	KEEP
CMU003024F	CMU003353F	CMU000824F	21.64	81.44	KEEP
CMU002963F	-	-	-	-	KEEP
CMU002815F	-	-	-	-	KEEP
CMU002898F	CMU000155F	CMU000018F	18.43	39.25	KEEP
CMU002892F	CMU003327F	CMU003112F	0.11	0.11	KEEP
CMU002812F	CMU000129F	CMU002743F	19.21	74.20	KEEP
CMU002887F	-	-	-	-	KEEP
CMU002795F	CMU000012F	CMU000014F	58.99	201.59	KEEP
CMU002865F	-	-	-	-	KEEP
CMU002907F	CMU000417F	CMU000244F	99.51	591.22	KEEP
CMU002797F	-	-	-	-	KEEP
CMU002853F	-	-	-	-	KEEP
CMU002958F	CMU000636F	CMU000211F	64.10	148.66	KEEP
CMU002912F	CMU000199F	CMU000490F	2.73	7.13	KEEP
CMU003044F	CMU000034F	CMU000129F	51.31	152.96	KEEP
CMU002810F	CMU000015F	CMU000468F	64.89	92.71	KEEP
CMU002940F	-	-	-	-	KEEP
CMU003011F	CMU001133F	CMU000598F	21.62	37.15	KEEP
CMU003040F	CMU000012F	CMU000113F	99.87	234.32	KEEP
CMU000820F	CMU001194F	CMU001182F	45.36	337.72	KEEP
CMU002989F	CMU002839F	CMU003372F	0.85	27.97	KEEP
CMU002877F	CMU003161F	CMU003589F	1.23	1.23	KEEP
CMU003037F	CMU001675F	CMU000417F	99.96	457.19	KEEP
CMU002961F	-	-	-	-	KEEP
CMU002999F	CMU001439F	CMU000164F	17.18	20.55	KEEP
CMU002973F	CMU000788F	CMU001203F	67.77	187.16	KEEP
CMU002966F	CMU000518F	CMU000272F	17.44	352.90	KEEP
CMU002978F	CMU003197F	CMU001968F	0.59	2.37	KEEP
CMU003028F	-	-	-	-	KEEP
CMU002949F	-	-	-	-	KEEP
CMU002916F	CMU001918F	CMU000000F	24.29	31.57	KEEP
CMU003017F	CMU000024F	CMU000119F	99.99	104.91	KEEP
CMU002982F	-	-	-	-	KEEP
CMU002945F	CMU000983F	CMU000426F	10.71	18.42	KEEP
CMU003065F	CMU000098F	CMU002466F	30.90	35.99	KEEP
CMU002983F	CMU000012F	CMU000070F	61.40	94.53	KEEP
CMU003022F	CMU000012F	CMU000041F	45.53	131.78	KEEP
CMU003038F	CMU000199F	CMU000586F	22.93	48.54	KEEP
CMU002990F	CMU000019F	CMU000056F	61.38	89.14	KEEP
CMU003063F	-	-	-	-	KEEP
CMU003018F	CMU000586F	CMU000015F	11.64	51.81	KEEP
CMU003002F	-	-	-	-	KEEP
CMU003006F	-	-	-	-	KEEP
CMU003076F	-	-	-	-	KEEP
CMU003025F	-	-	-	-	KEEP
CMU003086F	CMU000030F	CMU000793F	100.00	202.39	KEEP
CMU003009F	-	-	-	-	KEEP
CMU003015F	-	-	-	-	KEEP
CMU003054F	-	-	-	-	KEEP
CMU003124F	-	-	-	-	KEEP
CMU003098F	CMU002165F	CMU000045F	54.12	114.74	KEEP
CMU003131F	CMU000002F	CMU002785F	49.53	208.42	KEEP
CMU003052F	CMU000192F	CMU000852F	58.27	71.88	KEEP
CMU003189F	-	-	-	-	KEEP
CMU003072F	CMU000019F	CMU000116F	99.94	1978.97	KEEP
CMU003060F	CMU000956F	CMU002111F	0.69	10.31	KEEP
CMU003130F	CMU001551F	CMU000524F	100.00	570.40	KEEP
CMU003091F	-	-	-	-	KEEP
CMU003073F	CMU000956F	CMU002111F	0.40	6.01	KEEP
CMU003074F	-	-	-	-	KEEP
CMU003201F	CMU001300F	CMU000054F	68.58	137.29	KEEP
CMU003027F	CMU000014F	CMU000096F	99.24	139.09	KEEP
CMU003012F	-	-	-	-	KEEP
CMU003084F	-	-	-	-	KEEP
CMU003197F	CMU002978F	CMU000490F	27.42	77.21	KEEP
CMU003104F	-	-	-	-	KEEP
CMU003203F	-	-	-	-	KEEP
CMU003210F	CMU001024F	CMU000358F	100.00	158.33	KEEP
CMU003125F	CMU000872F	CMU000243F	13.94	19.04	KEEP
CMU003211F	-	-	-	-	KEEP
CMU003266F	CMU000143F	CMU000068F	0.93	2.95	KEEP
CMU003134F	CMU000705F	CMU000010F	48.70	115.94	KEEP
CMU003161F	CMU002877F	CMU003589F	0.32	0.32	KEEP
CMU003171F	CMU000956F	CMU002111F	5.41	39.98	KEEP
CMU003202F	-	-	-	-	KEEP
CMU003126F	-	-	-	-	KEEP
CMU003230F	-	-	-	-	KEEP
CMU003127F	CMU002466F	CMU000730F	34.37	59.04	KEEP
CMU003112F	CMU003327F	CMU002892F	4.76	4.76	KEEP
CMU003327F	CMU002892F	CMU003112F	47.90	337.72	KEEP
CMU003213F	-	-	-	-	KEEP
CMU003140F	CMU000595F	CMU000119F	8.25	12.81	KEEP
CMU003162F	CMU000020F	CMU000243F	32.43	96.47	KEEP
CMU003187F	-	-	-	-	KEEP
CMU003192F	-	-	-	-	KEEP
CMU003133F	-	-	-	-	KEEP
CMU003181F	CMU000983F	CMU000113F	56.53	114.71	KEEP
CMU003129F	CMU000199F	CMU000897F	38.17	42.59	KEEP
CMU003194F	CMU001139F	CMU000169F	11.40	32.95	KEEP
CMU003167F	CMU000160F	CMU000089F	40.00	124.18	KEEP
CMU003227F	CMU003388F	CMU001218F	55.51	55.51	KEEP
CMU003325F	CMU001947F	CMU003475F	22.97	91.89	KEEP
CMU003234F	-	-	-	-	KEEP
CMU003168F	-	-	-	-	KEEP
CMU003180F	CMU003275F	CMU003407F	25.00	25.00	KEEP
CMU003195F	-	-	-	-	KEEP
CMU003388F	CMU003227F	CMU001218F	0.00	0.00	KEEP
CMU003237F	CMU000363F	CMU000953F	66.33	329.72	KEEP
CMU003314F	CMU000015F	CMU000586F	35.19	35.19	KEEP
CMU003186F	CMU000468F	CMU000015F	59.33	137.07	KEEP
CMU003357F	CMU000030F	CMU000638F	98.12	221.55	KEEP
CMU003184F	CMU000041F	CMU000114F	46.72	256.15	KEEP
CMU003277F	CMU002466F	CMU000730F	59.52	119.05	KEEP
CMU003231F	-	-	-	-	KEEP
CMU003254F	CMU000398F	CMU000009F	21.68	166.18	KEEP
CMU003229F	-	-	-	-	KEEP
CMU003263F	CMU000528F	CMU000055F	44.48	282.79	KEEP
CMU003282F	CMU000586F	CMU000015F	3.00	5.99	KEEP
CMU000777F	CMU000956F	CMU002111F	68.64	90.36	KEEP
CMU003219F	-	-	-	-	KEEP
CMU003247F	CMU002111F	CMU000956F	0.86	13.79	KEEP
CMU003236F	-	-	-	-	KEEP
CMU003360F	-	-	-	-	KEEP
CMU003241F	CMU000015F	CMU000586F	0.00	0.00	KEEP
CMU003317F	CMU000144F	CMU000119F	99.62	143.42	KEEP
CMU003359F	CMU000842F	CMU000163F	41.52	149.92	KEEP
CMU003348F	-	-	-	-	KEEP
CMU003407F	CMU003180F	CMU003275F	0.00	0.00	KEEP
CMU003249F	-	-	-	-	KEEP
CMU003275F	CMU003180F	CMU003407F	0.00	0.00	KEEP
CMU003428F	CMU000001F	CMU000005F	0.22	1.73	KEEP
CMU003279F	CMU000897F	CMU000962F	61.95	227.66	KEEP
CMU003480F	CMU000077F	CMU000054F	46.98	47.12	KEEP
CMU003454F	CMU000134F	CMU001442F	100.00	196.70	KEEP
CMU003280F	-	-	-	-	KEEP
CMU003351F	CMU000019F	CMU000116F	0.75	3.93	KEEP
CMU003478F	CMU000719F	CMU000188F	0.00	0.00	KEEP
CMU003366F	-	-	-	-	KEEP
CMU003319F	CMU000034F	CMU000096F	94.25	262.48	KEEP
CMU003369F	-	-	-	-	KEEP
CMU003344F	-	-	-	-	KEEP
CMU003281F	-	-	-	-	KEEP
CMU003310F	CMU003180F	CMU003275F	0.00	0.00	KEEP
CMU003353F	CMU003024F	CMU001111F	15.79	1255.47	KEEP
CMU003322F	CMU000232F	CMU000012F	10.24	33.73	KEEP
CMU003350F	-	-	-	-	KEEP
CMU003372F	CMU002839F	CMU002989F	0.00	0.00	KEEP
CMU003486F	-	-	-	-	KEEP
CMU003375F	CMU000792F	CMU000065F	60.59	423.74	KEEP
CMU003386F	-	-	-	-	KEEP
CMU003321F	-	-	-	-	KEEP
CMU003552F	-	-	-	-	KEEP
CMU003438F	CMU000182F	CMU001113F	45.52	51.80	KEEP
CMU003728F	CMU000012F	CMU000223F	13.79	32.08	KEEP
CMU003358F	CMU000468F	CMU000015F	25.07	47.79	KEEP
CMU003371F	-	-	-	-	KEEP
CMU003475F	CMU000015F	CMU000586F	39.96	39.96	KEEP
CMU003355F	-	-	-	-	KEEP
CMU003328F	CMU000956F	CMU002111F	8.36	8.36	KEEP
CMU003465F	CMU002466F	CMU003127F	0.00	0.00	KEEP
CMU003479F	CMU000014F	CMU000258F	14.28	33.56	KEEP
CMU003256F	CMU000600F	CMU000010F	11.11	11.11	KEEP
CMU003374F	CMU001553F	CMU001379F	0.00	0.00	KEEP
CMU003461F	CMU001137F	CMU000119F	56.47	118.53	KEEP
CMU003483F	-	-	-	-	KEEP
CMU003492F	-	-	-	-	KEEP
CMU003434F	CMU000676F	CMU001278F	2.01	12.06	KEEP
CMU003593F	CMU000034F	CMU000386F	0.00	0.00	KEEP
CMU003427F	CMU000398F	CMU000968F	13.71	137.07	KEEP
CMU003472F	-	-	-	-	KEEP
CMU003489F	CMU000122F	CMU000310F	64.24	88.19	KEEP
CMU003456F	-	-	-	-	KEEP
CMU003474F	-	-	-	-	KEEP
CMU003362F	CMU000074F	CMU000070F	63.64	330.30	KEEP
CMU003377F	CMU000229F	CMU000383F	51.40	94.97	KEEP
CMU003668F	CMU000010F	CMU000019F	45.95	183.82	KEEP
CMU003432F	-	-	-	-	KEEP
CMU003403F	CMU000956F	CMU000586F	0.00	0.00	KEEP
CMU003464F	CMU001888F	CMU000505F	46.93	111.27	KEEP
CMU003423F	CMU003180F	CMU003275F	0.00	0.00	KEEP
CMU003462F	-	-	-	-	KEEP
CMU003459F	-	-	-	-	KEEP
CMU003426F	-	-	-	-	KEEP
CMU003572F	CMU000015F	CMU000586F	44.00	86.00	KEEP
CMU003591F	CMU000956F	CMU002111F	41.67	625.00	KEEP
CMU003594F	CMU000562F	CMU000018F	71.62	150.66	KEEP
CMU003445F	-	-	-	-	KEEP
CMU003512F	CMU001686F	CMU001306F	11.11	88.89	KEEP
CMU003387F	CMU000014F	CMU000074F	1.47	13.97	KEEP
CMU003500F	CMU000450F	CMU000705F	2.60	5.19	KEEP
CMU003609F	CMU002604F	CMU002646F	0.00	0.00	KEEP
CMU003720F	-	-	-	-	KEEP
CMU003589F	CMU003161F	CMU002877F	0.00	0.00	KEEP
CMU003466F	-	-	-	-	KEEP
CMU003562F	CMU000956F	CMU002111F	3.52	52.79	KEEP
CMU003608F	-	-	-	-	KEEP
CMU003642F	CMU000019F	CMU000091F	99.68	100.32	KEEP
CMU003449F	CMU001607F	CMU000553F	18.87	24.53	KEEP
CMU003546F	CMU000019F	CMU000116F	1.97	11.16	KEEP
CMU003545F	CMU003180F	CMU003275F	0.00	0.00	KEEP
CMU003448F	-	-	-	-	KEEP
CMU003430F	-	-	-	-	KEEP
CMU003650F	CMU000802F	CMU000208F	18.23	223.93	KEEP
CMU003537F	CMU000065F	CMU000014F	0.00	0.00	KEEP
CMU003510F	CMU002466F	CMU003127F	50.53	50.53	KEEP
CMU003688F	CMU001596F	CMU001012F	0.00	0.00	KEEP
CMU003599F	CMU000344F	CMU001120F	12.00	12.00	KEEP
CMU003619F	CMU000009F	CMU000026F	25.00	25.00	KEEP
CMU003576F	CMU000129F	CMU000770F	0.00	0.00	KEEP
CMU003443F	CMU002646F	CMU002604F	0.00	0.00	KEEP
CMU003626F	CMU000552F	CMU000303F	58.06	290.32	KEEP
CMU003469F	CMU000064F	CMU000829F	40.24	241.46	KEEP
CMU003558F	-	-	-	-	KEEP
#junk_contigs
CMU000513F	-	-	-	-	JUNK
CMU000771F	-	-	-	-	JUNK
CMU002924F	-	-	-	-	JUNK
CMU002754F	-	-	-	-	JUNK
CMU002742F	-	-	-	-	JUNK
CMU002778F	-	-	-	-	JUNK
CMU003264F	-	-	-	-	JUNK
CMU003540F	-	-	-	-	JUNK
CMU003183F	-	-	-	-	JUNK
CMU003235F	-	-	-	-	JUNK
CMU003392F	-	-	-	-	JUNK
CMU003301F	-	-	-	-	JUNK
CMU003288F	-	-	-	-	JUNK
CMU003302F	-	-	-	-	JUNK
CMU003299F	-	-	-	-	JUNK
CMU003303F	-	-	-	-	JUNK
CMU003439F	-	-	-	-	JUNK
CMU003307F	-	-	-	-	JUNK
CMU003404F	-	-	-	-	JUNK
CMU003503F	-	-	-	-	JUNK
CMU003365F	-	-	-	-	JUNK
CMU003837F	-	-	-	-	JUNK
CMU003600F	-	-	-	-	JUNK
CMU003563F	-	-	-	-	JUNK
CMU003547F	-	-	-	-	JUNK
CMU003530F	-	-	-	-	JUNK
CMU003633F	-	-	-	-	JUNK
CMU003498F	-	-	-	-	JUNK
CMU003506F	-	-	-	-	JUNK
CMU003553F	-	-	-	-	JUNK
CMU003458F	-	-	-	-	JUNK
